,Spill Number,Date Spill Reported,SpillName,County,City/Town,Address,Material,Amount,Resource Affected,Cause,Source,Waterbody,Closed,Full Address,original address,latitude,longitude
115,1403147,06/23/2014,Heartland Brewery,KINGS,BROOKLYN,510 WAVERLY AVE,Wastewater,Unknown,Soil,Deliberate,Commercial/Industrial,,06/23/14,"510 WAVERLY AVE, BROOKLYN, NY","510 WAVERLY AVE, BROOKLYN, NY",40.682396,-73.965924
116,1403144,06/23/2014,Business,KINGS,BROOKLYN,499 OCEAN PKWAY,#4 Fuel Oil,Unknown,Unknown,Tank Test Failure,Commercial/Industrial,,Not closed,"499 OCEAN PKWAY, BROOKLYN, NY","499 OCEAN PKWAY, BROOKLYN, NY",40.636352,-73.972264
117,1403162,06/23/2014,Back Yard,KINGS,BROOKLYN,183 IRWIN STREET,Other,Unknown,"Soil , Groundwater",Deliberate,Private Dwelling,,06/23/14,"183 IRWIN STREET, BROOKLYN, NY","183 IRWIN STREET, BROOKLYN, NY",40.57833,-73.943333
118,1403179,06/24/2014,Manhole 57217,KINGS,BROOKLYN,28 FOUNTAIN AVE,Unknown Petroleum,20,Unknown,Unknown,"Institutional, Educational, Gov., Other",,11/24/14,"28 FOUNTAIN AVE, BROOKLYN, NY","28 FOUNTAIN AVE, BROOKLYN, NY",40.679379,-73.87666
119,1403180,06/24/2014,Ups,KINGS,BROOKLYN,104 -01 FOSTER AVE,Diesel,5,Sewer,Equipment Failure,Commercial/Industrial,,09/10/14,"104 -01 FOSTER AVE, BROOKLYN, NY","104 -01 FOSTER AVE, BROOKLYN, NY",40.650284,-73.902761
120,1403191,06/24/2014,Cumberland Farms,KINGS,BROOKLYN,3602 SNYDER AVE,Gasoline,4,Unknown,Equipment Failure,Gasoline Station Or Other Pbs Facility,,09/05/14,"3602 SNYDER AVE, BROOKLYN, NY","3602 SNYDER AVE, BROOKLYN, NY",40.648998,-73.943253
121,1403193,06/24/2014,Side Walk,KINGS,BROOKLYN,2 FOUNTAIN AVE,Diesel,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,06/24/14,"2 FOUNTAIN AVE, BROOKLYN, NY","2 FOUNTAIN AVE, BROOKLYN, NY",40.679588,-73.876559
122,1403242,06/25/2014,Mineral Oil Spill,KINGS,BROOKLYN,241-247 HURON STREET,Mineral Oil,Unknown,"Soil , Groundwater",Housekeeping,Commercial/Industrial,,08/26/14,"241-247 HURON STREET, BROOKLYN, NY","241-247 HURON STREET, BROOKLYN, NY",40.733584,-73.951202
123,1403254,06/25/2014,Gulf Gas Station,KINGS,BROOKLYN,1988 CONEY ISLAND AVENUE,Gasoline,Unknown,Soil,Equipment Failure,Gasoline Station Or Other Pbs Facility,,Not closed,"1988 CONEY ISLAND AVENUE, BROOKLYN, NY","1988 CONEY ISLAND AVENUE, BROOKLYN, NY",40.608751,-73.962495
124,1403291,06/25/2014,Chemical Explosion At Polytechnic University,KINGS,BROOKLYN,6 METROTECH CENTER,Unknown Hazardous Material,Unknown,Unknown,Unknown,"Institutional, Educational, Gov., Other",,08/25/14,"6 METROTECH CENTER, BROOKLYN, NY","6 METROTECH CENTER, BROOKLYN, NY",40.678178,-73.944158
125,1403275,06/25/2014,Linfoun Service Station,KINGS,BROOKLYN,2492 LINDEN BLVD,Gasoline,Unknown,Soil,Equipment Failure,Gasoline Station Or Other Pbs Facility,,Not closed,"2492 LINDEN BLVD, BROOKLYN, NY","2492 LINDEN BLVD, BROOKLYN, NY",40.666576,-73.871672
126,1403334,06/27/2014,On The Beach,KINGS,BROOKLYN,WEST OF 33RD ST AND BAYVIEW,Raw Sewage,Unknown,Unknown,Unknown,"Institutional, Educational, Gov., Other",,06/27/14,"WEST OF 33RD ST AND BAYVIEW, BROOKLYN, NY","WEST OF 33RD ST AND BAYVIEW, BROOKLYN, NY",40.581123,-74.000605
127,1403377,06/28/2014,Drum Run,KINGS,BROOKLYN,533 DAHILL ROAD,Cooking Oil,Unknown,Unknown,Abandoned Drums,Unknown,,07/16/14,"533 DAHILL ROAD, BROOKLYN, NY","533 DAHILL ROAD, BROOKLYN, NY",40.634581,-73.978611
128,1403412,06/30/2014,Business,KINGS,BROOKLYN,236 BUTLER ST,"#4 Fuel Oil, #2 Fuel Oil, #6 Fuel Oil",Unknown,Unknown,Equipment Failure,Commercial/Industrial,,07/11/14,"236 BUTLER ST, BROOKLYN, NY","236 BUTLER ST, BROOKLYN, NY",40.681481,-73.985532
129,1403414,06/30/2014,Construction Site - Former Mgp,KINGS,BROOKLYN,94 N 13TH STREET,Unknown Material,Unknown,Unknown,Unknown,Commercial/Industrial,,06/30/14,"94 N 13TH STREET, BROOKLYN, NY","94 N 13TH STREET, BROOKLYN, NY",40.722409,-73.956926
130,1403537,07/02/2014,Basement,KINGS,BROOKLYN,682 ARGYLE RD,#2 Fuel Oil,2,Unknown,Equipment Failure,Private Dwelling,,11/14/14,"682 ARGYLE RD, BROOKLYN, NY","682 ARGYLE RD, BROOKLYN, NY",40.632548,-73.964957
131,1403553,07/03/2014,Drum Run,KINGS,BROOKLYN,9814 DITIMAS,Waste Oil/Used Oil,55,Soil,Abandoned Drums,Unknown,,07/16/14,"9814 DITIMAS, BROOKLYN, NY","9814 DITIMAS, BROOKLYN, NY",40.652063,-73.907589
132,1403606,07/03/2014,Owls Head,KINGS,BROOKLYN,6700 SHARE ROAD,Raw Sewage,Unknown,Surface Water,Storm,Unknown,Ny Upper Bay,07/07/14,"6700 SHARE ROAD, BROOKLYN, NY","6700 SHARE ROAD, BROOKLYN, NY",40.641886,-74.034062
133,1403636,07/05/2014,Roadway,KINGS,BROOKLYN,INTERSECTION OF LINEN BLVD AND JUNIUS,Hydraulic Oil,20,Unknown,Unknown,Unknown,,07/07/14,"INTERSECTION OF LINEN BLVD AND JUNIUS, BROOKLYN, NY","INTERSECTION OF LINEN BLVD AND JUNIUS, BROOKLYN, NY",40.657322,-73.900272
134,1403697,07/07/2014,Drum Run,KINGS,BROOKLYN,1234 62ND ST,Waste Oil/Used Oil,2,Soil,Unknown,Private Dwelling,,07/16/14,"1234 62ND ST, BROOKLYN, NY","1234 62ND ST, BROOKLYN, NY",40.628425,-74.001192
135,1403769,07/08/2014,Pole 67357,KINGS,BROOKLYN,57 COMMERCE STREET,Dielectric Fluid,Unknown,Unknown,Equipment Failure,Commercial/Industrial,,08/12/14,"57 COMMERCE STREET, BROOKLYN, NY","57 COMMERCE STREET, BROOKLYN, NY",40.680141,-74.007669
136,1403772,07/08/2014,Soil,KINGS,BROOKLYN,420 COLUMBIA ST,#2 Fuel Oil,50,Soil,Equipment Failure,Commercial/Industrial,,07/18/14,"420 COLUMBIA ST, BROOKLYN, NY","420 COLUMBIA ST, BROOKLYN, NY",40.677168,-74.007093
137,1403931,07/11/2014,Freon Loss,KINGS,FLATBUSH,2340 OCEAN PKWY,Freon,Unknown,"Air , Indoor Air",Deliberate,Commercial/Industrial,,07/11/14,"2340 OCEAN PKWY, FLATBUSH, NY","2340 OCEAN PKWY, FLATBUSH, NY",40.593291,-73.964933
138,1403992,07/14/2014,Plymouth Substation,KINGS,BROOKLYN,HUDSON AVE AND JOHN ST,Unknown Petroleum,0.01,Unknown,Unknown,Unknown,,08/15/14,"HUDSON AVE AND JOHN ST, BROOKLYN, NY","HUDSON AVE AND JOHN ST, BROOKLYN, NY",40.704234,-73.981022
139,1404024,07/14/2014,Ground,KINGS,BROOKLYN,233 NICHOLS AVE,Other,Unknown,Unknown,Deliberate,Private Dwelling,,07/14/14,"233 NICHOLS AVE, BROOKLYN, NY","233 NICHOLS AVE, BROOKLYN, NY",40.685119,-73.868488
140,1404038,07/15/2014,Sewage Treatment Plant,KINGS,BROOKLYN,6700 SHORE RD,Raw Sewage,50,Unknown,Storm,Commercial Vehicle,New York Lower Harbor,07/15/14,"6700 SHORE RD, BROOKLYN, NY","6700 SHORE RD, BROOKLYN, NY",40.641886,-74.034062
141,1404070,07/15/2014,Excavation Near Sidewalk,KINGS,BROOKLYN,59 WALTON ST,#2 Fuel Oil,Unknown,"Soil , Groundwater",Equipment Failure,Commercial/Industrial,,Not closed,"59 WALTON ST, BROOKLYN, NY","59 WALTON ST, BROOKLYN, NY",40.701568,-73.950511
142,1404110,07/16/2014,Basement Of K017,KINGS,BROOKLYN,215 HEYWARD ST,Hydraulic Oil,Unknown,Soil,Equipment Failure,"Institutional, Educational, Gov., Other",,12/17/14,"215 HEYWARD ST, BROOKLYN, NY","215 HEYWARD ST, BROOKLYN, NY",40.704121,-73.953339
143,1404128,07/16/2014,Basement Tank Room - Ttf,KINGS,BROOKLYN,494 DUMONT AVE,#2 Fuel Oil,Unknown,Unknown,Tank Test Failure,"Institutional, Educational, Gov., Other",,Not closed,"494 DUMONT AVE, BROOKLYN, NY","494 DUMONT AVE, BROOKLYN, NY",40.66509,-73.900511
144,1404169,07/17/2014,Contaminated Soil Around Ust,KINGS,BROOKLYN,73 SOUTH OXFORD ST,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Private Dwelling,,02/23/15,"73 SOUTH OXFORD ST, BROOKLYN, NY","73 SOUTH OXFORD ST, BROOKLYN, NY",40.68745,-73.973426
145,1404171,07/17/2014,Drum Run (abandoned Drums),KINGS,BROOKLYN,CORNER OF BAY 19TH STREET AND CROPSEY AVENUE,Unknown Petroleum,35,Unknown,Abandoned Drums,Unknown,,08/11/14,"CORNER OF BAY 19TH STREET AND CROPSEY AVENUE, BROOKLYN, NY","CORNER OF BAY 19TH STREET AND CROPSEY AVENUE, BROOKLYN, NY",40.602291,-74.006781
146,1404195,07/17/2014,Costruction Site,KINGS,BROOKLYN,113 FLAT BUSH AVE EXT,#2 Fuel Oil,Unknown,Soil,Equipment Failure,Commercial/Industrial,,07/18/14,"113 FLAT BUSH AVE EXT, BROOKLYN, NY","113 FLAT BUSH AVE EXT, BROOKLYN, NY",40.695825,-73.984271
